fn_2_0 = .text:0x00000000; // type:function size:0x4
fn_2_4 = .text:0x00000004; // type:function size:0xA0
fn_2_A4 = .text:0x000000A4; // type:function size:0x294
fn_2_338 = .text:0x00000338; // type:function size:0x74
fn_2_3AC = .text:0x000003AC; // type:function size:0x1C
fn_2_3C8 = .text:0x000003C8; // type:function size:0x50
fn_2_418 = .text:0x00000418; // type:function size:0x1F4
fn_2_60C = .text:0x0000060C; // type:function size:0x14
fn_2_620 = .text:0x00000620; // type:function size:0xBC
fn_2_6DC = .text:0x000006DC; // type:function size:0x154
fn_2_830 = .text:0x00000830; // type:function size:0x108
fn_2_938 = .text:0x00000938; // type:function size:0x24
fn_2_95C = .text:0x0000095C; // type:function size:0x3F8
fn_2_D54 = .text:0x00000D54; // type:function size:0x68
fn_2_DBC = .text:0x00000DBC; // type:function size:0x260
fn_2_101C = .text:0x0000101C; // type:function size:0x94
fn_2_10B0 = .text:0x000010B0; // type:function size:0x68
fn_2_1118 = .text:0x00001118; // type:function size:0x24
fn_2_113C = .text:0x0000113C; // type:function size:0x4
fn_2_1140 = .text:0x00001140; // type:function size:0x28
fn_2_1168 = .text:0x00001168; // type:function size:0xC4
fn_2_122C = .text:0x0000122C; // type:function size:0xD8
fn_2_1304 = .text:0x00001304; // type:function size:0x88
fn_2_138C = .text:0x0000138C; // type:function size:0x7C
fn_2_1408 = .text:0x00001408; // type:function size:0x4
fn_2_140C = .text:0x0000140C; // type:function size:0x150
fn_2_155C = .text:0x0000155C; // type:function size:0x49C
fn_2_19F8 = .text:0x000019F8; // type:function size:0xCC
fn_2_1AC4 = .text:0x00001AC4; // type:function size:0x1C
fn_2_1AE0 = .text:0x00001AE0; // type:function size:0x4
fn_2_1AE4 = .text:0x00001AE4; // type:function size:0x84
fn_2_1B68 = .text:0x00001B68; // type:function size:0x258
fn_2_1DC0 = .text:0x00001DC0; // type:function size:0x64
fn_2_1E24 = .text:0x00001E24; // type:function size:0x1C
fn_2_1E40 = .text:0x00001E40; // type:function size:0x4
fn_2_1E44 = .text:0x00001E44; // type:function size:0x74
fn_2_1EB8 = .text:0x00001EB8; // type:function size:0xA4
fn_2_1F5C = .text:0x00001F5C; // type:function size:0x38
fn_2_1F94 = .text:0x00001F94; // type:function size:0xC
fn_2_1FA0 = .text:0x00001FA0; // type:function size:0x2C
fn_2_1FCC = .text:0x00001FCC; // type:function size:0x12C
fn_2_20F8 = .text:0x000020F8; // type:function size:0x12C
fn_2_2224 = .text:0x00002224; // type:function size:0x120
fn_2_2344 = .text:0x00002344; // type:function size:0x10
fn_2_2354 = .text:0x00002354; // type:function size:0x40
fn_2_2394 = .text:0x00002394; // type:function size:0xD8
fn_2_246C = .text:0x0000246C; // type:function size:0x40
fn_2_24AC = .text:0x000024AC; // type:function size:0x38
fn_2_24E4 = .text:0x000024E4; // type:function size:0x2AC
fn_2_2790 = .text:0x00002790; // type:function size:0x1E0
fn_2_2970 = .text:0x00002970; // type:function size:0x1A8
fn_2_2B18 = .text:0x00002B18; // type:function size:0x5B0
fn_2_30C8 = .text:0x000030C8; // type:function size:0x224
fn_2_32EC = .text:0x000032EC; // type:function size:0x19C
fn_2_3488 = .text:0x00003488; // type:function size:0x6A8
fn_2_3B30 = .text:0x00003B30; // type:function size:0x800
fn_2_4330 = .text:0x00004330; // type:function size:0x260
fn_2_4590 = .text:0x00004590; // type:function size:0x2F8
fn_2_4888 = .text:0x00004888; // type:function size:0x4B4
fn_2_4D3C = .text:0x00004D3C; // type:function size:0x80C
fn_2_5548 = .text:0x00005548; // type:function size:0x368
fn_2_58B0 = .text:0x000058B0; // type:function size:0x110
fn_2_59C0 = .text:0x000059C0; // type:function size:0x3C
fn_2_59FC = .text:0x000059FC; // type:function size:0x19C
fn_2_5B98 = .text:0x00005B98; // type:function size:0x4
fn_2_5B9C = .text:0x00005B9C; // type:function size:0x80
fn_2_5C1C = .text:0x00005C1C; // type:function size:0x234
fn_2_5E50 = .text:0x00005E50; // type:function size:0x88
fn_2_5ED8 = .text:0x00005ED8; // type:function size:0x1C
fn_2_5EF4 = .text:0x00005EF4; // type:function size:0x4
fn_2_5EF8 = .text:0x00005EF8; // type:function size:0x80
fn_2_5F78 = .text:0x00005F78; // type:function size:0x2AC
fn_2_6224 = .text:0x00006224; // type:function size:0x90
fn_2_62B4 = .text:0x000062B4; // type:function size:0xC
fn_2_62C0 = .text:0x000062C0; // type:function size:0x4
fn_2_62C4 = .text:0x000062C4; // type:function size:0x100
fn_2_63C4 = .text:0x000063C4; // type:function size:0x1C
