fn_3_0 = .text:0x00000000; // type:function size:0x160
fn_3_160 = .text:0x00000160; // type:function size:0x4
fn_3_164 = .text:0x00000164; // type:function size:0x30C
fn_3_470 = .text:0x00000470; // type:function size:0xA4
fn_3_514 = .text:0x00000514; // type:function size:0x158
fn_3_66C = .text:0x0000066C; // type:function size:0x188
fn_3_7F4 = .text:0x000007F4; // type:function size:0x27C
fn_3_A70 = .text:0x00000A70; // type:function size:0x160
fn_3_BD0 = .text:0x00000BD0; // type:function size:0x9C
fn_3_C6C = .text:0x00000C6C; // type:function size:0xA0
fn_3_D0C = .text:0x00000D0C; // type:function size:0xA0
fn_3_DAC = .text:0x00000DAC; // type:function size:0x164
fn_3_F10 = .text:0x00000F10; // type:function size:0x4A0
fn_3_13B0 = .text:0x000013B0; // type:function size:0x70
fn_3_1420 = .text:0x00001420; // type:function size:0x20
fn_3_1440 = .text:0x00001440; // type:function size:0xE4
fn_3_1524 = .text:0x00001524; // type:function size:0x1F0
fn_3_1714 = .text:0x00001714; // type:function size:0x178
fn_3_188C = .text:0x0000188C; // type:function size:0x25C
fn_3_1AE8 = .text:0x00001AE8; // type:function size:0x980
fn_3_2468 = .text:0x00002468; // type:function size:0x980
fn_3_2DE8 = .text:0x00002DE8; // type:function size:0x144
fn_3_2F2C = .text:0x00002F2C; // type:function size:0x208
fn_3_3134 = .text:0x00003134; // type:function size:0x78
fn_3_31AC = .text:0x000031AC; // type:function size:0x78
fn_3_3224 = .text:0x00003224; // type:function size:0x4
fn_3_3228 = .text:0x00003228; // type:function size:0x78
fn_3_32A0 = .text:0x000032A0; // type:function size:0x9C
fn_3_333C = .text:0x0000333C; // type:function size:0xC0
fn_3_33FC = .text:0x000033FC; // type:function size:0x1B0
fn_3_35AC = .text:0x000035AC; // type:function size:0x58
fn_3_3604 = .text:0x00003604; // type:function size:0x40
fn_3_3644 = .text:0x00003644; // type:function size:0x4
fn_3_3648 = .text:0x00003648; // type:function size:0x100
fn_3_3748 = .text:0x00003748; // type:function size:0xCC
fn_3_3814 = .text:0x00003814; // type:function size:0x20
fn_3_3834 = .text:0x00003834; // type:function size:0x17C
fn_3_39B0 = .text:0x000039B0; // type:function size:0x1E0
fn_3_3B90 = .text:0x00003B90; // type:function size:0x628
fn_3_41B8 = .text:0x000041B8; // type:function size:0x1AC
fn_3_4364 = .text:0x00004364; // type:function size:0xC4
fn_3_4428 = .text:0x00004428; // type:function size:0x178
fn_3_45A0 = .text:0x000045A0; // type:function size:0xA8
fn_3_4648 = .text:0x00004648; // type:function size:0xD8
fn_3_4720 = .text:0x00004720; // type:function size:0xCC
fn_3_47EC = .text:0x000047EC; // type:function size:0x480
fn_3_4C6C = .text:0x00004C6C; // type:function size:0x3C
fn_3_4CA8 = .text:0x00004CA8; // type:function size:0x74
fn_3_4D1C = .text:0x00004D1C; // type:function size:0x108
fn_3_4E24 = .text:0x00004E24; // type:function size:0x130
fn_3_4F54 = .text:0x00004F54; // type:function size:0x150
fn_3_50A4 = .text:0x000050A4; // type:function size:0x158
fn_3_51FC = .text:0x000051FC; // type:function size:0x20
fn_3_521C = .text:0x0000521C; // type:function size:0x190
fn_3_53AC = .text:0x000053AC; // type:function size:0x150
fn_3_54FC = .text:0x000054FC; // type:function size:0x1C8
fn_3_56C4 = .text:0x000056C4; // type:function size:0x2A4
fn_3_5968 = .text:0x00005968; // type:function size:0x270
fn_3_5BD8 = .text:0x00005BD8; // type:function size:0x29C
fn_3_5E74 = .text:0x00005E74; // type:function size:0x94
fn_3_5F08 = .text:0x00005F08; // type:function size:0x1D0
fn_3_60D8 = .text:0x000060D8; // type:function size:0x80
fn_3_6158 = .text:0x00006158; // type:function size:0x2C
fn_3_6184 = .text:0x00006184; // type:function size:0x80
fn_3_6204 = .text:0x00006204; // type:function size:0xA0
fn_3_62A4 = .text:0x000062A4; // type:function size:0xA8
fn_3_634C = .text:0x0000634C; // type:function size:0x15C
fn_3_64A8 = .text:0x000064A8; // type:function size:0x4
fn_3_64AC = .text:0x000064AC; // type:function size:0x2C4
fn_3_6770 = .text:0x00006770; // type:function size:0x64
fn_3_67D4 = .text:0x000067D4; // type:function size:0x160
fn_3_6934 = .text:0x00006934; // type:function size:0x8
fn_3_693C = .text:0x0000693C; // type:function size:0x258
fn_3_6B94 = .text:0x00006B94; // type:function size:0xD6C
fn_3_7900 = .text:0x00007900; // type:function size:0x14
fn_3_7914 = .text:0x00007914; // type:function size:0xE8
fn_3_79FC = .text:0x000079FC; // type:function size:0x5C
fn_3_7A58 = .text:0x00007A58; // type:function size:0x5C
fn_3_7AB4 = .text:0x00007AB4; // type:function size:0x70
fn_3_7B24 = .text:0x00007B24; // type:function size:0x70
fn_3_7B94 = .text:0x00007B94; // type:function size:0x170
fn_3_7D04 = .text:0x00007D04; // type:function size:0x78
fn_3_7D7C = .text:0x00007D7C; // type:function size:0x100
fn_3_7E7C = .text:0x00007E7C; // type:function size:0x8C
fn_3_7F08 = .text:0x00007F08; // type:function size:0x20
fn_3_7F28 = .text:0x00007F28; // type:function size:0x90
fn_3_7FB8 = .text:0x00007FB8; // type:function size:0x214
fn_3_81CC = .text:0x000081CC; // type:function size:0x90
fn_3_825C = .text:0x0000825C; // type:function size:0xB4
fn_3_8310 = .text:0x00008310; // type:function size:0x290
fn_3_85A0 = .text:0x000085A0; // type:function size:0x60
fn_3_8600 = .text:0x00008600; // type:function size:0x108
fn_3_8708 = .text:0x00008708; // type:function size:0x368
fn_3_8A70 = .text:0x00008A70; // type:function size:0x14
fn_3_8A84 = .text:0x00008A84; // type:function size:0x134
fn_3_8BB8 = .text:0x00008BB8; // type:function size:0x154
fn_3_8D0C = .text:0x00008D0C; // type:function size:0x4
fn_3_8D10 = .text:0x00008D10; // type:function size:0x1F4
fn_3_8F04 = .text:0x00008F04; // type:function size:0xC8
fn_3_8FCC = .text:0x00008FCC; // type:function size:0x6C
fn_3_9038 = .text:0x00009038; // type:function size:0x338
fn_3_9370 = .text:0x00009370; // type:function size:0xD4
fn_3_9444 = .text:0x00009444; // type:function size:0x158
fn_3_959C = .text:0x0000959C; // type:function size:0xF8
fn_3_9694 = .text:0x00009694; // type:function size:0x220
fn_3_98B4 = .text:0x000098B4; // type:function size:0x24
fn_3_98D8 = .text:0x000098D8; // type:function size:0x4C
fn_3_9924 = .text:0x00009924; // type:function size:0x20
fn_3_9944 = .text:0x00009944; // type:function size:0x25C
fn_3_9BA0 = .text:0x00009BA0; // type:function size:0x2AC
fn_3_9E4C = .text:0x00009E4C; // type:function size:0x13C
fn_3_9F88 = .text:0x00009F88; // type:function size:0x80
fn_3_A008 = .text:0x0000A008; // type:function size:0x20
fn_3_A028 = .text:0x0000A028; // type:function size:0x20C
fn_3_A234 = .text:0x0000A234; // type:function size:0x440
fn_3_A674 = .text:0x0000A674; // type:function size:0x144
fn_3_A7B8 = .text:0x0000A7B8; // type:function size:0x1CC
fn_3_A984 = .text:0x0000A984; // type:function size:0x2C
fn_3_A9B0 = .text:0x0000A9B0; // type:function size:0xA0
fn_3_AA50 = .text:0x0000AA50; // type:function size:0x130
fn_3_AB80 = .text:0x0000AB80; // type:function size:0x1A8
fn_3_AD28 = .text:0x0000AD28; // type:function size:0x158
fn_3_AE80 = .text:0x0000AE80; // type:function size:0x18C
fn_3_B00C = .text:0x0000B00C; // type:function size:0x15C
fn_3_B168 = .text:0x0000B168; // type:function size:0x2A8
fn_3_B410 = .text:0x0000B410; // type:function size:0x20C
fn_3_B61C = .text:0x0000B61C; // type:function size:0x1E0
fn_3_B7FC = .text:0x0000B7FC; // type:function size:0x1F4
fn_3_B9F0 = .text:0x0000B9F0; // type:function size:0x218
fn_3_BC08 = .text:0x0000BC08; // type:function size:0x84
fn_3_BC8C = .text:0x0000BC8C; // type:function size:0x134
fn_3_BDC0 = .text:0x0000BDC0; // type:function size:0xCC
fn_3_BE8C = .text:0x0000BE8C; // type:function size:0x3C
fn_3_BEC8 = .text:0x0000BEC8; // type:function size:0x194
fn_3_C05C = .text:0x0000C05C; // type:function size:0x170
fn_3_C1CC = .text:0x0000C1CC; // type:function size:0x244
fn_3_C410 = .text:0x0000C410; // type:function size:0x10C
fn_3_C51C = .text:0x0000C51C; // type:function size:0x3C
fn_3_C558 = .text:0x0000C558; // type:function size:0x188
fn_3_C6E0 = .text:0x0000C6E0; // type:function size:0xA8
fn_3_C788 = .text:0x0000C788; // type:function size:0x144
fn_3_C8CC = .text:0x0000C8CC; // type:function size:0x19C
fn_3_CA68 = .text:0x0000CA68; // type:function size:0x74
fn_3_CADC = .text:0x0000CADC; // type:function size:0x180
fn_3_CC5C = .text:0x0000CC5C; // type:function size:0xA0
fn_3_CCFC = .text:0x0000CCFC; // type:function size:0x18C
fn_3_CE88 = .text:0x0000CE88; // type:function size:0x5E0
fn_3_D468 = .text:0x0000D468; // type:function size:0x134
fn_3_D59C = .text:0x0000D59C; // type:function size:0x4C
fn_3_D5E8 = .text:0x0000D5E8; // type:function size:0x78
fn_3_D660 = .text:0x0000D660; // type:function size:0x12C
fn_3_D78C = .text:0x0000D78C; // type:function size:0x124
fn_3_D8B0 = .text:0x0000D8B0; // type:function size:0x18
